"id","habitat","Dim.1","Dim.2","Dim.3"
"Xixon01","residential",-1.3622806399415,1.31771860567987,-0.183916142297903
"Xixon02","meadow",-0.733320311346229,-1.59172899470174,-0.354736385115385
"Xixon03","forest",-0.979717912526776,-3.74758460505572,0.239541807967026
"Xixon04","meadow",-1.66444873759187,0.753753273773025,-1.1021247338144
"Xixon05","residential",0.216746826522668,-1.50057479768671,0.90445221869738
"Xixon06","roadside",-1.02942039746737,-1.2927714961978,-1.43650901135284
"Xixon07","meadow",-0.0824425598519088,-0.382715060050605,0.892536676071421
"Xixon08","residential",0.692698372436143,-1.58501816897976,0.235085506616779
"Xixon09","residential",-1.42575208579933,0.913560250369127,1.16254023974685
"Xixon10","meadow",-0.465123600656495,-1.27148126592714,-1.24609451448969
"Xixon11","roadside",-0.477212686988456,1.67164607871978,-1.85671923055724
"Xixon12","park",-0.480556881750896,-0.550089571827746,-1.01519715572444
"Xixon13","residential",-1.40194365921996,1.20146245652003,-2.03416762720552
"Xixon14","meadow",0.357816152736419,-4.63960571002568,0.486398219681926
"Xixon15","roadside",-1.10361722991213,2.68810856928062,0.368592400967294
"Xixon16","roadside",0.189177131897665,1.09012930481275,0.0765151115021993
"Xixon17","roadside",0.888054397109455,0.153483439048802,0.775238949447216
"Xixon18","park",-0.083942895281755,-0.37507449190448,-1.07269601103515
"Xixon19","industrial",-0.280646622321752,3.42083576269809,-3.42456743910461
"Xixon20","industrial",10.128870357033,1.30273833170722,0.66341668003692
"Xixon21","industrial",4.71708988301595,2.60921787829907,-0.0309840520605409
"Xixon22","industrial",-0.602317674449551,2.7964586517495,-1.93624343701668
"Xixon23","industrial",-2.96959504074043,5.66584862186418,5.01354262980503
"Xixon24","forest",-1.60857032081539,-3.18155176115027,1.23334472741288
"Xixon25","park",0.0288385536045893,-1.22677900211873,-1.00767858154132
"Xixon26","park",-0.161741288200748,-0.702473031332937,-0.89874595917488
"Xixon27","park",-0.851164911554944,-0.680688244753035,0.256744929506499
"Xixon28","forest",-2.24364884117856,0.605423814864722,1.5580290174108
"Xixon29","forest",1.91753683577386,-1.89400209790722,0.893450483639638
"Xixon30","forest",0.870635787466324,-1.56824673976719,2.84095068198071
